person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
44,14830,RENT,1.0,HOMEIMPROVEMENT,E,5646,19.76,1,0.38,N,6
30,38199,RENT,2.0,EDUCATION,A,15253,,0,0.4,N,9
23,34854,OWN,1.0,EDUCATION,C,2112,13.63,0,0.06,N,2
20,56873,MORTGAGE,2.0,MEDICAL,C,2545,14.39,0,0.04,N,9
20,48646,MORTGAGE,3.0,VENTURE,B,6058,11.33,0,0.12,N,2
37,21915,MORTGAGE,,DEBTCONSOLIDATION,C,1479,,0,0.07,N,5
21,121735,RENT,0.0,MEDICAL,B,7022,11.11,0,0.06,N,15
25,46301,RENT,6.0,HOMEIMPROVEMENT,C,2802,13.5,0,0.06,Y,2
31,29651,MORTGAGE,12.0,DEBTCONSOLIDATION,D,3578,17.6,1,0.12,N,5
36,12728,RENT,8.0,PERSONAL,D,8883,14.33,1,0.7,N,2
26,9494,RENT,12.0,EDUCATION,A,2037,5.42,0,0.21,Y,3
25,9949,MORTGAGE,3.0,PERSONAL,D,1216,18.34,0,0.12,Y,2
28,13180,RENT,2.0,DEBTCONSOLIDATION,C,1114,13.19,0,0.08,N,2
23,46981,RENT,3.0,EDUCATION,B,5984,9.8,0,0.13,Y,7
24,28793,RENT,5.0,MEDICAL,B,8840,11.66,1,0.31,N,5
30,15719,RENT,8.0,MEDICAL,B,2314,,0,0.15,N,2
28,20440,MORTGAGE,0.0,HOMEIMPROVEMENT,D,10324,18.43,1,0.51,N,10
40,19115,RENT,4.0,EDUCATION,C,4678,,0,0.24,N,7
30,34201,MORTGAGE,1.0,PERSONAL,D,5028,18.91,0,0.15,N,5
34,13584,RENT,1.0,EDUCATION,D,9334,16.47,1,0.69,N,7
21,26697,RENT,3.0,MEDICAL,E,1402,21.39,1,0.05,Y,7
30,25979,RENT,11.0,EDUCATION,E,7668,20.13,0,0.3,N,5
23,13809,MORTGAGE,3.0,EDUCATION,A,1340,5.77,0,0.1,N,7
30,52754,OWN,4.0,PERSONAL,B,1557,10.89,0,0.03,Y,6
31,18721,MORTGAGE,4.0,PERSONAL,B,1739,11.16,0,0.09,N,4
27,12758,MORTGAGE,1.0,DEBTCONSOLIDATION,C,7279,13.85,0,0.57,N,2
42,35209,RENT,7.0,PERSONAL,C,7581,12.83,0,0.22,N,3
36,22696,OWN,2.0,EDUCATION,G,8802,23.22,1,0.39,N,2
34,27574,MORTGAGE,3.0,PERSONAL,C,4603,14.37,1,0.17,Y,5
32,11480,MORTGAGE,13.0,PERSONAL,C,3627,10.7,0,0.32,N,7
38,34435,RENT,1.0,VENTURE,D,6690,17.31,0,0.19,N,9
20,72753,MORTGAGE,4.0,DEBTCONSOLIDATION,D,4241,17.76,0,0.06,Y,6
35,10997,MORTGAGE,3.0,EDUCATION,A,5426,5.42,0,0.49,N,10
21,26764,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4452,9.93,0,0.17,N,2
24,14300,RENT,5.0,HOMEIMPROVEMENT,G,4505,23.22,0,0.32,N,10
31,96691,RENT,7.0,VENTURE,C,19441,14.24,1,0.2,N,9
35,43555,RENT,6.0,HOMEIMPROVEMENT,A,8820,7.24,0,0.2,Y,2
20,25723,MORTGAGE,1.0,PERSONAL,A,6550,5.42,0,0.25,N,2
24,11211,RENT,18.0,PERSONAL,C,3583,12.72,0,0.32,Y,3
28,12806,MORTGAGE,2.0,MEDICAL,D,4890,14.96,1,0.38,N,7
26,33204,RENT,1.0,MEDICAL,D,9314,,0,0.28,N,2
32,10411,RENT,1.0,EDUCATION,B,5325,7.16,0,0.51,N,6
48,10592,RENT,0.0,DEBTCONSOLIDATION,D,3539,20.12,0,0.33,N,8
30,22133,MORTGAGE,1.0,PERSONAL,G,1459,23.22,0,0.07,N,13
23,23703,RENT,1.0,DEBTCONSOLIDATION,C,3622,14.42,0,0.15,N,11
20,27146,MORTGAGE,5.0,EDUCATION,C,7569,15.69,0,0.28,N,4
25,17296,MORTGAGE,9.0,HOMEIMPROVEMENT,A,1940,7.22,1,0.11,Y,3
22,36536,OTHER,0.0,EDUCATION,A,13071,6.85,0,0.36,N,10
30,13711,MORTGAGE,6.0,MEDICAL,A,5571,7.54,0,0.41,N,10
30,31090,MORTGAGE,1.0,VENTURE,A,12510,10.07,0,0.4,Y,7
24,24779,MORTGAGE,1.0,MEDICAL,A,4433,7.08,0,0.18,N,2
39,30649,RENT,33.0,DEBTCONSOLIDATION,C,1003,11.81,0,0.03,N,5
23,42196,OWN,5.0,MEDICAL,A,3543,5.42,0,0.08,N,3
26,17146,MORTGAGE,2.0,PERSONAL,F,2930,21.58,0,0.17,N,2
31,15312,RENT,8.0,HOMEIMPROVEMENT,E,2555,19.7,1,0.17,N,6
33,8702,RENT,0.0,MEDICAL,B,6504,9.19,0,0.75,N,2
35,8000,MORTGAGE,18.0,VENTURE,E,2460,19.1,1,0.31,N,14
30,19994,MORTGAGE,1.0,EDUCATION,B,1691,,1,0.08,N,2
34,20761,RENT,2.0,VENTURE,D,2973,18.47,0,0.14,N,2
23,12120,MORTGAGE,4.0,VENTURE,C,8276,12.64,1,0.68,N,6
33,13641,RENT,8.0,DEBTCONSOLIDATION,A,3832,7.88,1,0.28,N,11
33,50914,RENT,3.0,EDUCATION,C,2443,,0,0.05,N,6
36,35657,MORTGAGE,7.0,EDUCATION,C,3458,15.02,1,0.1,N,3
20,11005,RENT,1.0,MEDICAL,D,9854,,1,0.83,Y,2
22,17269,OWN,1.0,VENTURE,D,6437,14.3,0,0.37,Y,2
32,27537,MORTGAGE,6.0,MEDICAL,C,6652,11.69,0,0.24,N,3
20,15606,RENT,1.0,HOMEIMPROVEMENT,C,6370,16.01,0,0.41,N,2
30,14118,RENT,,DEBTCONSOLIDATION,D,1439,15.82,1,0.1,N,6
34,18287,MORTGAGE,9.0,DEBTCONSOLIDATION,D,4195,15.23,0,0.23,N,5
24,40129,OWN,8.0,PERSONAL,C,9241,13.81,1,0.23,Y,6
25,42182,MORTGAGE,9.0,EDUCATION,A,986,10.08,0,0.02,N,2
21,14698,MORTGAGE,3.0,EDUCATION,F,1169,21.96,0,0.08,N,5
24,28376,OWN,1.0,DEBTCONSOLIDATION,E,2142,18.99,0,0.08,N,9
24,21948,RENT,9.0,HOMEIMPROVEMENT,B,2698,12.42,0,0.12,N,2
23,12650,RENT,1.0,PERSONAL,E,4678,20.35,1,0.37,Y,2
23,18706,RENT,2.0,EDUCATION,B,1835,10.98,0,0.1,N,4
26,10989,RENT,1.0,DEBTCONSOLIDATION,C,6465,13.28,1,0.59,Y,3
26,41759,MORTGAGE,4.0,EDUCATION,D,21695,17.42,1,0.52,N,11
38,51733,OTHER,2.0,MEDICAL,B,3050,6.94,0,0.06,N,2
25,17574,MORTGAGE,,VENTURE,C,1695,,0,0.1,N,2
29,15413,MORTGAGE,0.0,PERSONAL,D,3368,15.1,0,0.22,N,10
24,39341,RENT,12.0,EDUCATION,E,6653,22.17,1,0.17,N,2
24,42996,OWN,3.0,DEBTCONSOLIDATION,C,5059,15.55,1,0.12,N,2
20,11933,RENT,9.0,PERSONAL,B,7624,12.12,1,0.64,N,7
20,20304,MORTGAGE,6.0,VENTURE,D,3745,19.95,0,0.18,N,10
20,21323,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5725,,0,0.27,N,2
28,14415,MORTGAGE,4.0,EDUCATION,C,27434,13.97,0,0.83,N,3
34,27235,MORTGAGE,2.0,EDUCATION,C,3441,14.04,0,0.13,N,2
20,14988,RENT,1.0,VENTURE,E,4519,21.06,0,0.3,N,5
24,16364,OWN,10.0,EDUCATION,B,6243,11.9,0,0.38,N,11
20,20832,RENT,1.0,EDUCATION,D,26176,13.4,1,0.83,Y,3
26,9711,OWN,2.0,EDUCATION,C,8295,13.56,1,0.83,N,2
34,8000,RENT,5.0,DEBTCONSOLIDATION,C,4903,12.62,1,0.61,N,5
25,36499,MORTGAGE,10.0,HOMEIMPROVEMENT,C,3299,,0,0.09,Y,8
27,14659,RENT,2.0,PERSONAL,A,11695,,0,0.8,N,9
36,71266,MORTGAGE,3.0,EDUCATION,C,4289,13.99,0,0.06,N,5
30,65154,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13247,5.91,0,0.2,N,12
23,16671,RENT,0.0,HOMEIMPROVEMENT,F,3791,22.15,1,0.23,N,8
28,79736,MORTGAGE,1.0,EDUCATION,A,3000,9.73,0,0.04,N,5
22,36888,MORTGAGE,1.0,VENTURE,G,1643,22.34,1,0.04,N,5
30,15445,MORTGAGE,2.0,PERSONAL,B,6524,15.53,0,0.42,N,2
30,8000,RENT,3.0,PERSONAL,B,1281,13.78,0,0.16,Y,3
20,32160,MORTGAGE,4.0,DEBTCONSOLIDATION,C,10949,13.72,0,0.34,N,2
28,22408,RENT,5.0,MEDICAL,B,1665,11.94,0,0.07,N,4
26,27924,RENT,1.0,PERSONAL,C,1272,13.8,0,0.05,Y,2
30,19421,RENT,6.0,MEDICAL,C,4410,13.72,0,0.23,N,2
32,11741,OWN,12.0,MEDICAL,B,8887,10.29,1,0.76,N,9
30,17415,RENT,5.0,DEBTCONSOLIDATION,D,4192,15.97,0,0.24,N,2
25,32488,MORTGAGE,2.0,PERSONAL,B,7775,12.04,1,0.24,Y,15
33,18125,RENT,2.0,HOMEIMPROVEMENT,C,5696,12.67,0,0.31,N,2
22,18065,RENT,1.0,HOMEIMPROVEMENT,C,7350,14.07,0,0.41,N,5
20,9550,MORTGAGE,5.0,HOMEIMPROVEMENT,C,13731,13.37,1,0.83,N,2
20,23159,RENT,3.0,HOMEIMPROVEMENT,A,2781,9.91,0,0.12,Y,2
27,11949,RENT,1.0,VENTURE,D,5078,18.61,0,0.42,N,9
22,36504,RENT,6.0,EDUCATION,B,1162,9.87,0,0.03,N,2
30,14709,RENT,11.0,PERSONAL,A,11876,8.93,1,0.81,Y,3
20,18720,RENT,0.0,DEBTCONSOLIDATION,A,3592,7.57,0,0.19,N,9
23,72416,MORTGAGE,5.0,EDUCATION,A,4739,8.65,0,0.07,Y,13
30,18608,MORTGAGE,2.0,EDUCATION,E,3633,21.41,1,0.2,N,4
21,17286,RENT,0.0,PERSONAL,C,2834,11.82,1,0.16,N,2
30,30396,RENT,12.0,EDUCATION,A,7731,7.84,0,0.25,N,4
24,8251,MORTGAGE,21.0,EDUCATION,D,6784,16.89,0,0.82,N,4
27,43824,RENT,5.0,EDUCATION,C,3095,16.9,1,0.07,N,5
31,38050,RENT,16.0,EDUCATION,B,15346,9.59,0,0.4,N,8
33,29391,RENT,8.0,VENTURE,D,8296,18.06,0,0.28,Y,9
28,8000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,14089,15.16,1,0.83,N,2
22,19097,MORTGAGE,10.0,MEDICAL,B,1234,14.24,0,0.06,N,6
24,10937,RENT,7.0,DEBTCONSOLIDATION,C,2938,14.85,0,0.27,N,6
31,40874,RENT,4.0,PERSONAL,A,9011,6.2,1,0.22,Y,12
21,39297,MORTGAGE,2.0,EDUCATION,B,1938,13.16,0,0.05,N,9
26,27266,RENT,3.0,PERSONAL,B,3419,13.64,0,0.13,N,3
25,11364,RENT,1.0,MEDICAL,A,2224,7.6,0,0.2,N,2
27,50104,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6051,10.69,0,0.12,N,3
21,19067,RENT,2.0,EDUCATION,B,3606,9.24,0,0.19,N,6
20,59453,RENT,6.0,VENTURE,A,2258,5.47,0,0.04,N,4
30,25487,MORTGAGE,6.0,HOMEIMPROVEMENT,G,15446,23.22,1,0.61,N,2
33,29107,MORTGAGE,16.0,PERSONAL,A,7243,8.69,0,0.25,N,2
20,17099,RENT,1.0,EDUCATION,D,7141,18.77,1,0.42,N,9
29,47754,RENT,2.0,PERSONAL,D,5283,15.33,1,0.11,N,2
34,30780,RENT,,EDUCATION,A,8377,8.83,0,0.27,N,10
31,48707,RENT,10.0,HOMEIMPROVEMENT,B,6791,10.51,0,0.14,N,5
25,24285,RENT,0.0,EDUCATION,C,1290,,0,0.05,N,2
22,21463,RENT,12.0,DEBTCONSOLIDATION,A,18137,7.67,1,0.83,N,5
28,30556,RENT,4.0,HOMEIMPROVEMENT,C,16161,13.85,0,0.53,N,9
29,48698,RENT,10.0,EDUCATION,B,3449,8.24,1,0.07,N,6
28,38530,RENT,3.0,EDUCATION,A,1483,6.42,0,0.04,N,3
26,23766,OWN,4.0,VENTURE,C,2222,11.88,0,0.09,N,3
21,8000,MORTGAGE,1.0,MEDICAL,B,2273,8.33,0,0.28,N,4
30,34396,OTHER,3.0,MEDICAL,B,5876,,0,0.17,N,7
30,9983,MORTGAGE,6.0,EDUCATION,B,3585,10.82,0,0.36,Y,2
28,22454,MORTGAGE,7.0,DEBTCONSOLIDATION,B,3118,8.91,0,0.14,Y,3
28,20667,RENT,2.0,PERSONAL,D,7418,17.06,0,0.36,N,5
37,10099,MORTGAGE,4.0,VENTURE,C,4434,14.09,1,0.44,N,5
23,27034,OWN,1.0,PERSONAL,D,9382,18.02,0,0.35,N,4
35,72032,MORTGAGE,27.0,MEDICAL,D,4636,16.67,1,0.06,Y,6
23,18547,MORTGAGE,3.0,PERSONAL,E,15774,21.05,1,0.83,N,2
34,33564,RENT,7.0,PERSONAL,B,23195,12.18,0,0.69,Y,2
35,80469,MORTGAGE,1.0,PERSONAL,C,5710,11.63,0,0.07,N,11
25,35398,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3874,19.61,0,0.11,N,5
37,15449,MORTGAGE,0.0,PERSONAL,D,4624,18.83,0,0.3,N,5
30,25093,RENT,5.0,EDUCATION,D,10164,16.53,1,0.41,N,2
22,28693,RENT,2.0,MEDICAL,B,8916,9.52,0,0.31,N,2
25,48465,MORTGAGE,2.0,PERSONAL,B,1275,12.26,0,0.03,N,7
34,42947,RENT,2.0,DEBTCONSOLIDATION,A,7145,5.94,0,0.17,Y,10
33,8000,OWN,8.0,PERSONAL,A,3688,5.42,1,0.46,N,2
21,13754,RENT,,DEBTCONSOLIDATION,B,5876,10.46,0,0.43,Y,6
26,21194,RENT,,PERSONAL,B,4834,,0,0.23,N,10
28,12601,MORTGAGE,2.0,EDUCATION,A,3660,9.19,0,0.29,N,4
24,8000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,1506,9.79,0,0.19,N,10
41,14778,MORTGAGE,2.0,PERSONAL,D,1593,16.62,0,0.11,Y,4
29,21982,MORTGAGE,1.0,HOMEIMPROVEMENT,D,3980,16.75,1,0.18,N,6
27,16499,MORTGAGE,1.0,MEDICAL,B,4399,10.76,0,0.27,N,12
34,12729,MORTGAGE,1.0,MEDICAL,D,4626,16.03,1,0.36,N,8
25,22534,OWN,18.0,PERSONAL,E,5819,18.98,1,0.26,N,5
33,26600,MORTGAGE,2.0,EDUCATION,A,2725,6.34,0,0.1,Y,3
20,17022,MORTGAGE,2.0,HOMEIMPROVEMENT,D,1820,19.81,0,0.11,N,10
24,46838,MORTGAGE,0.0,PERSONAL,A,9667,5.71,0,0.21,N,8
33,22736,MORTGAGE,11.0,EDUCATION,A,7166,7.33,0,0.32,N,8
37,13638,OWN,11.0,EDUCATION,B,2964,11.9,0,0.22,N,6
23,11866,OWN,1.0,EDUCATION,C,8917,17.18,0,0.75,N,9
22,19591,MORTGAGE,8.0,EDUCATION,B,2398,11.45,0,0.12,Y,2
31,40634,MORTGAGE,,PERSONAL,A,5679,6.58,0,0.14,Y,2
23,14002,OWN,0.0,PERSONAL,C,5729,12.53,1,0.41,N,2
26,30568,RENT,9.0,MEDICAL,D,3112,,0,0.1,N,8
32,23202,RENT,1.0,MEDICAL,D,6868,16.98,1,0.3,Y,3
24,65925,RENT,2.0,DEBTCONSOLIDATION,B,1957,10.54,0,0.03,N,2
20,27299,RENT,3.0,MEDICAL,E,4769,19.91,0,0.17,N,6
20,15002,RENT,15.0,EDUCATION,B,4780,11.87,0,0.32,Y,2
27,33024,RENT,8.0,PERSONAL,E,2243,19.02,1,0.07,N,7
20,33641,RENT,5.0,HOMEIMPROVEMENT,A,7590,,0,0.23,N,3
25,17705,MORTGAGE,3.0,EDUCATION,E,10698,21.56,0,0.6,N,11
20,11612,OWN,1.0,HOMEIMPROVEMENT,B,4666,8.26,1,0.4,N,11
37,29578,MORTGAGE,5.0,PERSONAL,B,5160,11.26,0,0.17,N,12
40,22809,RENT,1.0,VENTURE,D,4004,19.15,1,0.18,N,2
21,9565,RENT,7.0,VENTURE,C,4562,14.63,0,0.48,N,4
29,25336,RENT,5.0,EDUCATION,C,3402,13.06,0,0.13,N,10
21,15516,RENT,2.0,MEDICAL,C,4891,14.92,0,0.32,N,12
25,9570,RENT,2.0,PERSONAL,B,4055,10.21,1,0.42,N,2
38,18148,OWN,28.0,EDUCATION,A,15247,8.33,1,0.83,N,8
24,44605,RENT,0.0,PERSONAL,B,4135,11.71,0,0.09,Y,6
25,42806,MORTGAGE,8.0,EDUCATION,C,2479,16.86,0,0.06,N,7
22,37075,OWN,1.0,PERSONAL,A,1437,6.85,0,0.04,N,2
34,25541,RENT,2.0,HOMEIMPROVEMENT,A,9740,7.67,0,0.38,N,4
20,30567,MORTGAGE,3.0,HOMEIMPROVEMENT,A,13208,,1,0.43,N,9
25,23254,OWN,12.0,HOMEIMPROVEMENT,B,2118,11.16,0,0.09,N,9
27,11994,RENT,1.0,DEBTCONSOLIDATION,A,7377,5.72,0,0.62,N,6
23,13386,OWN,1.0,MEDICAL,A,6959,8.99,1,0.52,N,10
32,15772,MORTGAGE,10.0,HOMEIMPROVEMENT,B,4853,11.36,0,0.31,Y,9
34,47607,OWN,15.0,MEDICAL,D,2198,17.05,0,0.05,N,12
20,39822,MORTGAGE,11.0,HOMEIMPROVEMENT,B,6845,12.37,0,0.17,Y,8
40,12161,RENT,2.0,MEDICAL,B,12087,13.3,0,0.83,N,17
20,22682,RENT,1.0,HOMEIMPROVEMENT,B,12859,14.41,1,0.57,N,4
35,17651,MORTGAGE,1.0,EDUCATION,B,6916,9.73,1,0.39,N,13
28,20225,MORTGAGE,6.0,VENTURE,G,8850,23.22,0,0.44,N,2
24,16402,MORTGAGE,3.0,MEDICAL,D,1350,18.44,1,0.08,N,5
25,47721,MORTGAGE,7.0,EDUCATION,B,7363,10.87,0,0.15,N,8
27,21798,OWN,1.0,VENTURE,A,7438,6.04,0,0.34,N,2
28,24807,MORTGAGE,10.0,EDUCATION,A,3841,8.76,0,0.15,N,3
22,24917,RENT,16.0,VENTURE,D,5142,15.63,0,0.21,N,14
26,12515,RENT,6.0,VENTURE,B,3340,11.62,0,0.27,N,11
23,23381,RENT,4.0,VENTURE,A,1631,5.96,0,0.07,N,2
20,39508,RENT,8.0,VENTURE,C,7441,14.07,1,0.19,N,2
22,49512,MORTGAGE,1.0,EDUCATION,C,18179,11.68,1,0.37,Y,2
20,11715,MORTGAGE,1.0,VENTURE,B,2631,9.45,0,0.22,N,2
25,9554,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5112,,0,0.54,N,5
30,22792,RENT,0.0,PERSONAL,C,1915,18.0,0,0.08,Y,9
28,40540,RENT,20.0,HOMEIMPROVEMENT,C,5694,11.84,0,0.14,N,10
39,26843,RENT,,PERSONAL,B,3108,12.33,0,0.12,N,13
20,32021,OWN,6.0,MEDICAL,F,4402,,1,0.14,N,11
30,10423,RENT,14.0,PERSONAL,B,9735,7.43,0,0.83,N,2
27,16081,RENT,5.0,HOMEIMPROVEMENT,B,5977,11.4,1,0.37,N,3
32,8000,MORTGAGE,3.0,PERSONAL,C,4482,17.87,1,0.56,N,2
31,20366,RENT,3.0,VENTURE,C,2540,12.83,0,0.12,N,15
26,8000,MORTGAGE,6.0,EDUCATION,D,7931,,0,0.83,N,4
28,45842,RENT,4.0,EDUCATION,A,2238,9.95,0,0.05,N,2
23,51800,RENT,1.0,DEBTCONSOLIDATION,D,12380,15.39,0,0.24,N,8
31,23797,MORTGAGE,10.0,EDUCATION,A,5288,5.42,0,0.22,N,4
20,9586,RENT,5.0,EDUCATION,A,2378,5.82,1,0.25,Y,10
32,27082,RENT,4.0,EDUCATION,E,1699,21.63,0,0.06,N,3
27,61237,MORTGAGE,2.0,EDUCATION,B,3895,7.97,1,0.06,N,9
24,28614,RENT,4.0,VENTURE,D,3817,17.74,0,0.13,N,2
26,42266,RENT,1.0,PERSONAL,D,6756,17.15,0,0.16,N,16
26,16867,RENT,4.0,VENTURE,C,2393,13.01,0,0.14,N,8
35,13640,MORTGAGE,15.0,EDUCATION,A,8521,6.26,0,0.62,N,7
47,21184,MORTGAGE,1.0,HOMEIMPROVEMENT,B,834,10.73,0,0.04,N,3
35,8000,MORTGAGE,1.0,EDUCATION,D,5204,17.13,1,0.65,N,5
24,76515,MORTGAGE,6.0,PERSONAL,A,2960,9.46,0,0.04,N,5
31,23784,RENT,1.0,HOMEIMPROVEMENT,B,5242,10.38,0,0.22,N,5
31,35480,RENT,10.0,PERSONAL,A,11419,6.86,0,0.32,N,7
22,17088,MORTGAGE,2.0,MEDICAL,A,9254,7.93,0,0.54,Y,5
20,9426,RENT,2.0,HOMEIMPROVEMENT,B,6207,9.51,0,0.66,N,5
27,48252,MORTGAGE,10.0,DEBTCONSOLIDATION,B,12455,13.41,0,0.26,N,4
32,11869,MORTGAGE,1.0,EDUCATION,D,12816,15.75,1,0.83,N,5
20,26685,MORTGAGE,2.0,HOMEIMPROVEMENT,B,14400,11.71,0,0.54,N,6
23,28104,RENT,4.0,HOMEIMPROVEMENT,C,3210,13.6,0,0.11,N,6
31,22940,OWN,11.0,DEBTCONSOLIDATION,C,8280,14.01,1,0.36,N,5
27,14306,MORTGAGE,6.0,HOMEIMPROVEMENT,F,8404,23.22,1,0.59,N,4
36,20286,RENT,0.0,PERSONAL,B,4943,11.39,0,0.24,N,8
20,13062,OWN,0.0,DEBTCONSOLIDATION,D,10128,,1,0.78,N,3
41,34373,RENT,3.0,PERSONAL,A,5040,5.61,1,0.15,N,2
20,30162,RENT,6.0,EDUCATION,D,1732,18.9,0,0.06,N,5
20,21768,MORTGAGE,6.0,EDUCATION,E,11952,20.67,1,0.55,N,9
27,16113,OTHER,0.0,MEDICAL,D,3202,16.24,0,0.2,N,7
20,70194,RENT,4.0,EDUCATION,B,1438,12.65,0,0.02,N,9
27,10762,RENT,8.0,PERSONAL,A,35000,5.77,0,0.83,Y,4
27,9418,OWN,,HOMEIMPROVEMENT,D,2304,15.68,1,0.24,Y,7
26,21055,RENT,5.0,VENTURE,C,7686,13.78,0,0.37,Y,14
22,19112,MORTGAGE,0.0,MEDICAL,B,2341,10.55,0,0.12,N,2
30,40282,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3653,8.36,0,0.09,N,7
25,31425,RENT,2.0,DEBTCONSOLIDATION,A,3012,6.22,0,0.1,N,4
34,22387,MORTGAGE,7.0,EDUCATION,C,2447,14.84,1,0.11,N,11
26,29003,RENT,,EDUCATION,B,9018,10.42,0,0.31,N,5
21,28715,RENT,6.0,DEBTCONSOLIDATION,F,24098,22.94,1,0.83,N,4
20,70049,MORTGAGE,2.0,MEDICAL,C,4934,12.46,0,0.07,N,2
26,25319,RENT,15.0,EDUCATION,F,1417,23.22,1,0.06,N,2
20,15144,RENT,6.0,PERSONAL,A,2364,7.73,0,0.16,N,4
20,24567,MORTGAGE,2.0,DEBTCONSOLIDATION,C,2738,16.11,0,0.11,N,9
30,8000,RENT,7.0,MEDICAL,D,5274,16.51,1,0.66,N,12
20,21634,RENT,1.0,HOMEIMPROVEMENT,C,3672,13.61,0,0.17,N,5
36,40180,MORTGAGE,1.0,VENTURE,C,21610,14.95,1,0.54,N,4
28,30674,RENT,0.0,EDUCATION,A,4591,6.77,0,0.15,N,7
27,25957,RENT,3.0,HOMEIMPROVEMENT,B,8645,11.94,0,0.33,N,6
21,31479,RENT,15.0,EDUCATION,C,4360,15.1,1,0.14,N,5
32,40408,MORTGAGE,2.0,HOMEIMPROVEMENT,B,4775,9.39,1,0.12,Y,5
27,48236,RENT,4.0,MEDICAL,D,3822,,0,0.08,N,6
23,28172,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4896,16.13,0,0.17,N,10
28,18511,RENT,3.0,MEDICAL,B,3472,8.42,0,0.19,Y,3
20,8000,MORTGAGE,3.0,EDUCATION,C,5044,16.78,1,0.63,Y,2
20,37721,MORTGAGE,2.0,VENTURE,C,3330,12.09,0,0.09,N,6
20,29242,MORTGAGE,3.0,HOMEIMPROVEMENT,C,24049,15.73,0,0.82,N,2
29,23955,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6471,12.45,0,0.27,N,11
27,15086,RENT,5.0,MEDICAL,B,7372,,0,0.49,Y,7
33,37452,RENT,4.0,EDUCATION,A,4365,8.78,1,0.12,N,5
22,19120,RENT,8.0,PERSONAL,F,1749,20.4,1,0.09,N,5
31,21613,RENT,1.0,PERSONAL,A,1910,6.83,0,0.09,N,7
27,21358,RENT,0.0,DEBTCONSOLIDATION,A,4350,9.56,0,0.2,N,8
22,28209,MORTGAGE,1.0,VENTURE,E,4251,,1,0.15,N,15
30,11710,RENT,4.0,MEDICAL,B,6460,12.35,0,0.55,N,2
27,30013,MORTGAGE,1.0,MEDICAL,D,5596,17.39,0,0.19,N,9
23,14816,MORTGAGE,2.0,PERSONAL,B,3535,12.33,1,0.24,Y,14
27,15105,RENT,4.0,MEDICAL,B,31426,12.9,1,0.83,N,7
26,35842,RENT,1.0,DEBTCONSOLIDATION,C,6268,13.72,1,0.17,N,6
26,12742,OWN,1.0,MEDICAL,B,3607,11.01,1,0.28,N,4
25,35806,RENT,0.0,MEDICAL,E,3777,,0,0.11,N,5
20,23289,RENT,2.0,EDUCATION,C,8142,12.14,1,0.35,N,5
28,8896,OWN,2.0,PERSONAL,B,4200,12.05,0,0.47,N,10
22,46651,MORTGAGE,7.0,EDUCATION,D,9576,17.12,0,0.21,N,10
21,26124,RENT,6.0,PERSONAL,B,4626,12.89,1,0.18,N,3
26,27358,RENT,1.0,MEDICAL,B,3752,13.92,0,0.14,N,11
32,38329,RENT,4.0,DEBTCONSOLIDATION,A,1796,6.19,0,0.05,Y,6
28,50240,RENT,2.0,EDUCATION,B,10171,10.38,0,0.2,N,6
24,24601,RENT,1.0,HOMEIMPROVEMENT,C,2297,13.07,1,0.09,N,9
24,30930,MORTGAGE,4.0,PERSONAL,G,8310,23.22,0,0.27,N,5
31,27015,MORTGAGE,1.0,MEDICAL,C,3235,11.94,1,0.12,Y,6
20,18240,RENT,3.0,VENTURE,C,8975,14.52,0,0.49,N,7
32,9219,OTHER,12.0,EDUCATION,A,12067,5.42,0,0.83,N,11
20,24790,MORTGAGE,3.0,PERSONAL,C,2900,16.21,0,0.12,Y,2
20,47024,RENT,4.0,EDUCATION,B,2728,,0,0.06,Y,6
24,30358,MORTGAGE,3.0,PERSONAL,C,23222,13.05,0,0.76,N,2
40,12245,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6776,13.7,0,0.55,N,10
37,40281,OWN,6.0,PERSONAL,B,8150,9.8,0,0.2,N,2
31,18579,RENT,8.0,PERSONAL,B,1906,,1,0.1,N,10
29,8000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,2409,7.7,0,0.3,N,3
20,38555,RENT,1.0,EDUCATION,C,5699,14.94,0,0.15,Y,13
28,13095,RENT,1.0,EDUCATION,B,3767,10.47,0,0.29,N,2
24,58653,MORTGAGE,0.0,EDUCATION,A,2432,6.66,0,0.04,N,6
22,41409,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5975,5.55,0,0.14,N,7
28,19432,MORTGAGE,3.0,DEBTCONSOLIDATION,B,1486,9.35,0,0.08,N,5
